,a,b,c,avg,grid_x,grid_y,grid_z,grid,n_atoms
68,3.927032,8.031241949886518,10.402697,7.453656983295506,60.0,120.0,160.0,104.82965576835583,12.0
69,13.765383794883745,13.765383794883745,6.797197,11.44265486325583,216.0,216.0,108.0,171.43931361256548,94.0
70,4.691869785660403,6.4704893624941535,6.48943940074187,5.883932849632142,72.0,96.0,96.0,87.22178845594269,13.0
71,2.928999,7.7313491031410555,9.54936743150435,6.7365718448818015,48.0,120.0,144.0,93.9568233880527,16.0
72,5.916894,5.917376936747734,9.969919362206596,7.2680634329847775,96.0,96.0,160.0,113.82058574368197,30.0
73,4.201714,7.388242,13.74616,8.445372,64.0,112.0,216.0,115.68682868041101,32.0
74,4.491149,4.491149,4.491149,4.491149,72.0,72.0,72.0,71.99999999999999,4.0
75,9.379545,9.548574,14.133053,11.020390666666666,140.0,144.0,216.0,163.29821078288077,88.0
76,5.937008908823785,5.936611962194429,15.658877309066478,9.177499393361565,96.0,96.0,240.0,130.29204559655548,31.0
77,4.215298,4.215298,4.215298,4.215298,64.0,64.0,64.0,63.999999999999986,5.0
78,5.12855,5.12855,10.554027517581806,6.937042505860602,80.0,80.0,160.0,100.79368399158983,16.0
79,8.914443802118896,8.914443802118896,8.914444441515467,8.914444015251087,140.0,140.0,140.0,139.99999999999997,34.0
80,5.973593864991576,5.973593864991576,16.831191,9.592792909994385,96.0,96.0,252.0,132.42836046629375,32.0
81,4.388662277172395,61.12558548929348,59.00019373772524,41.50481383473037,72.0,960.0,896.0,395.6433887816213,28.0
82,4.16057,6.812955,7.950157,6.307894,64.0,108.0,120.0,93.9568233880527,12.0
83,5.691931,5.952072,8.435282,6.6930950000000005,84.0,96.0,128.0,101.06175356250203,20.0
84,4.986752122177821,6.034702958309879,8.081588038899657,6.367681039795786,80.0,96.0,120.0,97.31523192917437,15.0
85,5.308006,5.343624254677811,7.379587036984252,6.010405763887355,80.0,80.0,112.0,89.49511536651173,18.0
86,9.685574359105969,9.685574359105969,9.685574359105969,9.685574359105969,144.0,144.0,144.0,143.99999999999997,16.0
87,7.095076834398483,11.302310485972901,14.927181,11.108189440123795,108.0,168.0,224.0,159.58559426762338,68.0
88,6.049043,8.22519344443959,10.234918438044584,8.169718294161392,96.0,128.0,160.0,125.2757645174036,42.0
89,5.623773870838869,5.623773870838869,6.852974,6.033507247225913,84.0,84.0,108.0,91.33995133224292,15.0
90,6.349783,6.438807594583332,7.550485653042657,6.779692082541996,96.0,96.0,112.0,101.06175356250203,22.0
91,4.324282,4.324282,6.155634168227592,4.934732722742531,64.0,64.0,96.0,73.26171152341323,5.0
92,8.335898200823053,8.335898200823053,12.078271789545267,9.583356063730458,128.0,128.0,180.0,143.40495188982922,22.0
93,5.064121,5.276749,7.450733,5.930534333333333,80.0,80.0,112.0,89.49511536651173,20.0
94,5.341708955949117,5.96911527461097,7.615517690892524,6.308780640484204,80.0,96.0,120.0,97.31523192917437,16.0
95,4.720563319069134,4.720563319069134,7.592111,5.677745879379422,72.0,72.0,112.0,83.42463947727478,12.0
96,7.679915,7.679915,3.673175,6.344335,120.0,120.0,56.0,93.07867085802245,10.0
97,5.627487,6.006402544353566,8.180047690614584,6.604645744989384,84.0,96.0,128.0,101.06175356250203,18.0
98,3.680214842104059,5.757875629346208,10.000342679861475,6.479477717103914,56.0,96.0,160.0,95.10275124421005,15.0
99,3.847198,3.847198,6.698283,4.797559666666667,60.0,60.0,100.0,71.13786608980124,6.0
100,7.686522,7.746403809487987,25.16802089552234,13.53364890167011,120.0,120.0,384.0,176.8335119347385,55.0
101,8.80290298043742,8.80290298043742,8.80290298043742,8.80290298043742,140.0,140.0,140.0,139.99999999999997,16.0
102,6.1737174145369655,6.1737174145369655,6.173717464424898,6.173717431166277,96.0,96.0,96.0,95.99999999999997,4.0
103,7.276785383501975,7.276785383501975,7.276785383501975,7.276785383501976,108.0,108.0,108.0,107.99999999999997,31.0
104,10.194723495409768,10.194723495409768,14.45990949939162,11.61645216340372,160.0,160.0,216.0,176.8335119347385,36.0
105,5.588131414967083,4.827272574360598,6.4271115338105815,5.614171841046087,84.0,72.0,96.0,83.42463947727478,13.0
106,5.90101487254701,9.64005717283907,10.450825355296919,8.663965800227666,96.0,144.0,160.0,130.29204559655548,50.0
107,3.009496791413641,3.009496791413641,34.31712376611765,13.445372449648312,48.0,48.0,512.0,105.66167196462803,28.0
108,6.917964665617626,6.917964665617626,6.917964665617626,6.917964665617627,108.0,108.0,108.0,107.99999999999997,6.0
109,7.107068742441781,7.107068742441781,12.156988224514366,8.790375236465977,108.0,108.0,180.0,128.04815896164223,34.0
110,3.30593,17.428118136283477,17.42957231568285,12.721206817322107,56.0,280.0,280.0,163.74499333992046,62.0
111,5.816071571445197,5.822043519356927,5.949117258813025,5.86241078320505,96.0,96.0,96.0,95.99999999999997,12.0
112,4.63437502996499,4.6218730298213515,9.573957000010706,6.276735019932349,72.0,72.0,144.0,90.71431559243085,18.0
113,7.520864,8.25311,8.729594,8.167856,112.0,128.0,140.0,126.13976260968386,34.0
114,3.916061,3.916061,14.452543,7.4282216666666665,60.0,60.0,216.0,91.95713188722635,5.0
115,9.210379296754397,9.210379296754397,9.954029246120637,9.45826261320981,140.0,140.0,160.0,146.37222840091883,46.0
116,6.172004,10.835422,13.814528373496687,10.273984791165562,96.0,168.0,216.0,151.59263034375306,96.0
117,4.37322,4.37322,4.37322,4.37322,72.0,72.0,72.0,71.99999999999999,4.0
118,7.996922,10.554585683585168,10.871213605883982,9.807573763156384,120.0,160.0,168.0,147.75318003582663,48.0
119,5.264705,5.5125069669973215,7.891984630184286,6.223065532393869,80.0,84.0,120.0,93.07867085802245,20.0
120,13.700408,3.691634,6.434297729129807,7.942113243043269,216.0,56.0,96.0,105.10845935730931,22.0
121,3.10840328186997,3.10840328186997,24.435152,10.217319521246646,48.0,48.0,384.0,95.99999999999997,16.0
122,6.573774,6.573774,7.637726,6.928424666666667,100.0,100.0,120.0,106.26585691826108,18.0
123,5.651741,7.046104219280324,14.058845181605777,8.918896800295366,84.0,108.0,216.0,125.13695921591216,30.0
124,7.094908899224358,7.094908899224358,20.045572774213387,11.411796857554036,108.0,108.0,300.0,151.81787975431482,48.0
125,6.118822,5.06262,5.116233094546514,5.432558364848838,96.0,80.0,80.0,85.01268553460886,14.0
126,4.881091,4.881091,4.881091,4.881091,72.0,72.0,72.0,71.99999999999999,8.0
127,8.590994280976911,8.590994280976911,8.590995009758183,8.590994523904001,128.0,128.0,128.0,127.99999999999997,36.0
128,4.780800956118232,4.780800956118232,15.256796,8.272799304078822,72.0,72.0,240.0,107.55371391737192,30.0
129,3.3004370026717673,3.3004370026717673,11.338717,5.9798636684478454,56.0,56.0,168.0,80.76597593721485,8.0
130,6.042143973373194,6.042143973373194,6.061031933323731,6.048439960023373,96.0,96.0,96.0,95.99999999999997,20.0
131,7.120311,7.368924,14.76335702237191,9.750864007457304,108.0,112.0,224.0,139.41085760552886,54.0
132,19.680463047235854,19.680463047235854,19.680462420606815,19.680462838359507,300.0,300.0,300.0,299.9999999999999,51.0
133,8.5378,8.5378,8.463358,8.512986,128.0,128.0,128.0,127.99999999999997,64.0
134,3.3816626936755534,3.3816626936755534,38.529481,15.097602129117035,56.0,56.0,576.0,121.78660177632389,12.0
135,5.466433,6.638211,6.997381580314239,6.367341860104747,84.0,100.0,108.0,96.8057187614726,18.0
136,4.069699765231337,4.069699765231337,7.035712471470108,5.058370667310927,60.0,60.0,108.0,72.98642394688079,6.0
137,15.21915904151192,14.319623175946392,7.114531533522429,12.217771250326914,240.0,216.0,108.0,177.56726935179378,52.0
138,9.097251,12.079197120057813,12.094918057264298,11.090455392440703,140.0,180.0,180.0,165.53545058286718,77.0
139,6.654382,5.795271,10.140297965125926,7.529983655041975,100.0,96.0,160.0,115.37996562459264,22.0
140,7.12152836598451,7.12152836598451,7.12152836598451,7.12152836598451,108.0,108.0,108.0,107.99999999999997,9.0
141,6.731942317454748,6.731942317454748,6.731942317454748,6.731942317454748,100.0,100.0,100.0,99.99999999999997,4.0
142,6.473769,8.87365,10.431929867010513,8.593116289003504,96.0,140.0,160.0,129.07429168196347,46.0
143,9.40939832517271,9.416548362453252,9.4017005187124,9.40921573544612,140.0,140.0,140.0,139.99999999999997,40.0
144,10.141139,6.466224,6.699857473975697,7.769073491325233,160.0,96.0,100.0,115.37996562459264,36.0
145,9.508435890656937,9.508435890656937,6.369103,8.461991593771291,144.0,144.0,96.0,125.795586922027,18.0
146,3.6961133775840804,5.037352400347032,12.150494704812022,6.961320160914378,56.0,80.0,180.0,93.07867085802245,9.0
147,7.300931,9.609017,12.15474,9.688229333333334,108.0,144.0,180.0,140.93523508207906,56.0
148,6.374742,6.688309,7.727605,6.930218666666668,96.0,100.0,120.0,104.82965576835583,16.0
149,7.112952002228119,7.112952002228119,7.112951693062803,7.112951899173013,108.0,108.0,108.0,107.99999999999997,4.0
150,9.131931915448176,9.131931915448176,5.369665,7.877842943632118,140.0,140.0,80.0,116.17571467127405,16.0
151,4.304782,5.43726985592172,5.43726985592172,5.059773903947813,64.0,80.0,80.0,74.26542133780444,6.0
152,4.385434,4.385434,6.030787636409857,4.9338852121366195,72.0,72.0,96.0,79.24625397347103,5.0
153,5.247863,5.408861991374619,16.116615824398682,8.924446938591101,80.0,80.0,240.0,115.37996562459264,35.0
154,9.083583,9.12316102586028,11.5311041110411,9.912616045633795,140.0,140.0,180.0,152.23325222040486,69.0
155,5.029280010626571,5.029280010626571,5.029280010626571,5.029280010626571,80.0,80.0,80.0,79.99999999999999,4.0
156,6.68731,8.973979992502155,10.460543416967257,8.70727780315647,100.0,140.0,160.0,130.84265240754354,50.0
157,12.897934,12.897934,4.055925,9.950597666666667,192.0,192.0,60.0,130.29204559655548,46.0
158,9.479550230882687,14.273646771376262,3.100042,8.95107966741965,144.0,216.0,48.0,114.29287574171033,36.0
159,5.133239421393667,5.1148988297796265,8.638733335142659,6.295623862105319,80.0,80.0,128.0,93.56856762281168,22.0
160,9.231982816226264,9.231982816226264,12.134071257837947,10.199345630096824,140.0,140.0,180.0,152.23325222040486,14.0
161,7.636822682468017,7.636822682468017,7.539434019719651,7.6043597948852275,120.0,120.0,112.0,117.27177671025899,24.0
162,4.352751,6.928465,7.503104784907379,6.261440261635793,64.0,108.0,112.0,91.82069677307466,8.0
163,6.453245482190493,6.453245482190493,5.899844155943443,6.268778373441475,96.0,96.0,96.0,95.99999999999997,15.0
164,5.474941,9.57937958813628,18.318365356334255,11.124228648156844,84.0,144.0,280.0,150.17579389622333,77.0
165,9.172254,9.205847720327444,10.699758428927355,9.692620049751598,140.0,140.0,160.0,146.37222840091883,64.0
166,7.150627438126112,7.150627438126112,7.461716,7.254323625417409,108.0,108.0,112.0,109.31720298752383,18.0
167,6.695357136846846,6.695357136846846,6.695357136846846,6.695357136846847,100.0,100.0,100.0,99.99999999999997,8.0
168,7.085499861269493,7.085499861269493,7.085499861269493,7.085499861269493,108.0,108.0,108.0,107.99999999999997,9.0
169,3.8182379593203724,3.8182379593203724,9.13031128631713,5.588929068319292,56.0,56.0,140.0,76.00369326465737,4.0
170,5.07936227439154,5.423014428841768,5.423014428841768,5.308463710691692,80.0,80.0,80.0,79.99999999999999,11.0
171,8.490636,8.490636,8.679143,8.553471666666667,128.0,128.0,140.0,131.8811295938738,64.0
172,10.049512561500135,10.049512561500135,10.049512639885828,10.0495125876287,160.0,160.0,160.0,159.99999999999994,20.0
173,5.502366974152306,5.502366974152306,5.502366974152306,5.502366974152306,84.0,84.0,84.0,83.99999999999999,8.0
174,4.14186,4.14186,4.14186,4.14186,64.0,64.0,64.0,63.999999999999986,5.0
175,7.675244,4.365004,6.94978,6.330009333333333,120.0,64.0,108.0,93.9568233880527,12.0
176,7.5591129122404315,7.5591129122404315,7.5591129122404315,7.559112912240432,112.0,112.0,112.0,111.99999999999997,22.0
177,9.882051832078195,9.882051832078195,9.072439002886545,9.612180889014311,160.0,160.0,140.0,153.03449462179108,20.0
178,6.124274910975258,6.115532386961089,6.194341624514505,6.144716307483617,96.0,96.0,96.0,95.99999999999997,10.0
179,6.340856538893858,6.340856538893858,3.58955,5.423754359262571,96.0,96.0,56.0,80.21276695943334,9.0
180,8.172346,7.964495,14.211313195382507,10.116051398460835,128.0,120.0,216.0,149.1471602857852,60.0
181,5.431243821537843,5.431243821537843,5.43124412946509,5.431243924180259,80.0,80.0,80.0,79.99999999999999,4.0
182,15.27936,6.962384,11.709020759266934,11.31692158642231,240.0,108.0,180.0,167.09719801006,88.0
183,7.248341768409862,7.248341768409862,7.248341768409862,7.248341768409862,108.0,108.0,108.0,107.99999999999997,14.0
184,7.883331270909399,7.883331270909399,7.883331270909399,7.883331270909399,120.0,120.0,120.0,119.99999999999997,10.0
185,7.688568675326377,7.688568675326377,7.684948139828922,7.687361830160559,120.0,120.0,120.0,119.99999999999997,40.0
186,26.638829,5.287082,6.532884759171328,12.819598586390441,400.0,80.0,100.0,147.36125994561542,74.0
187,10.124696352868119,10.594237,12.171253597522321,10.963395650130147,160.0,160.0,192.0,170.02537106921773,64.0
188,6.750770213497346,6.750770213497346,6.750770213497346,6.750770213497346,100.0,100.0,100.0,99.99999999999997,20.0
189,3.805194,4.646358,5.723372662562696,4.724974887520898,56.0,72.0,96.0,72.87813532501589,4.0
190,6.032826459055987,5.99222043774526,6.040406646086503,6.02181784762925,96.0,96.0,96.0,95.99999999999997,14.0
191,10.508547288366456,10.508547288366456,10.508547288366456,10.508547288366456,160.0,160.0,160.0,159.99999999999994,4.0
192,14.941684872230173,14.941684872230173,14.941684772405722,14.941684838955355,224.0,224.0,224.0,223.99999999999994,72.0
193,5.56015,7.744196,13.298772011761162,8.867706003920388,84.0,120.0,200.0,126.32719195312755,44.0
194,8.85651613058233,8.85651613058233,8.921247725794863,8.878093328986507,140.0,140.0,140.0,139.99999999999997,36.0
195,5.791184,7.857335,14.107427,9.251982,96.0,120.0,216.0,135.50918815886806,68.0
196,4.279939,7.207313,7.776819,6.421357,64.0,108.0,120.0,93.9568233880527,12.0
197,8.49901,10.807919424009507,10.22486550227459,9.843931642094699,128.0,160.0,160.0,148.53084267560888,52.0
198,4.613171711528848,4.613171711528848,4.613171711528848,4.613171711528848,72.0,72.0,72.0,71.99999999999999,4.0
199,3.817261,3.817261,9.866732,5.833751333333333,56.0,56.0,160.0,79.46307107034147,9.0
200,5.796719,8.72752,18.771501,11.09858,96.0,140.0,280.0,155.54370280059075,60.0
201,3.9037559642013995,5.193486722102696,6.04385254337339,5.047031743225829,60.0,80.0,96.0,77.23915076845036,9.0
202,9.15363108972068,9.15363108972068,9.104121101583173,9.137127760341512,140.0,140.0,140.0,139.99999999999997,38.0
203,5.031338413071615,5.031338413071615,16.17738,8.74668560871441,80.0,80.0,240.0,115.37996562459264,24.0
204,5.602773891353282,7.085753110640392,5.405458318073408,6.03132844002236,84.0,108.0,80.0,89.86646864662207,13.0
205,7.485154375696603,7.485154375696603,10.303616238295222,8.424641663229476,112.0,112.0,160.0,126.13976260968386,34.0
206,4.088547,4.088547,4.088547,4.088547,60.0,60.0,60.0,59.999999999999986,5.0
207,9.77665,9.807421482655316,13.953086608320756,11.179052696992025,160.0,160.0,216.0,176.8335119347385,92.0
208,3.94542,3.94542,7.022648,4.971162666666667,60.0,60.0,108.0,72.98642394688079,6.0
209,10.290034507585483,10.290034507585483,5.412289158729419,8.664119391300128,160.0,160.0,80.0,126.99208415745592,9.0
210,3.738023,3.738023,3.738023,3.738023,56.0,56.0,56.0,55.999999999999986,5.0
211,12.846931981347959,12.846931981347959,4.376936,10.023599987565307,192.0,192.0,72.0,138.45595874951115,8.0
212,7.0126056391466935,7.0126056391466935,7.235299,7.0868367594311295,108.0,108.0,108.0,107.99999999999997,24.0
213,6.493325737208631,6.493320824609315,6.493338074211599,6.493328212009849,96.0,96.0,96.0,95.99999999999997,10.0
214,5.896669,7.257341,19.934505986651814,11.029505328883937,96.0,108.0,300.0,145.97284789376155,56.0
215,9.246582077789935,9.246582077789935,7.966456,8.81987338519329,140.0,140.0,120.0,132.98799522301948,42.0
216,5.3533314920951796,5.3533314920951796,5.3533314920951796,5.3533314920951796,80.0,80.0,80.0,79.99999999999999,4.0
217,3.8197526482035453,3.8197526482035453,3.8197526482035453,3.8197526482035453,56.0,56.0,56.0,55.999999999999986,4.0
218,6.033899407729631,6.033899407729631,7.887326,6.651708271819754,96.0,96.0,120.0,103.41286512153039,14.0
219,6.662993654193661,7.17298130244747,13.880357234962688,9.238777397201273,100.0,108.0,216.0,132.62513395105387,26.0
220,5.226866226745238,5.226866226745238,4.33755,4.930427484496826,80.0,80.0,64.0,74.26542133780444,6.0
221,6.775648610460256,6.775648610460256,18.430719,10.660672073640171,100.0,100.0,280.0,140.9459746412978,50.0
222,4.005443,7.666576,7.666576,6.446198333333332,60.0,120.0,120.0,95.24406311809194,18.0
223,4.602350149349569,4.602350149349569,4.602350149349569,4.602350149349569,72.0,72.0,72.0,71.99999999999999,4.0
224,7.056646299222527,7.056646299222527,7.056646299222527,7.056646299222527,108.0,108.0,108.0,107.99999999999997,14.0
225,6.209703737350439,6.209703737350439,6.209703737350439,6.209703737350439,96.0,96.0,96.0,95.99999999999997,4.0
226,9.190474959490233,9.190474959490233,10.108682405912354,9.496544108297607,140.0,140.0,160.0,146.37222840091883,40.0
227,6.696101,7.329765,11.024859,8.350241666666667,100.0,112.0,168.0,123.45511872634336,32.0
228,7.830323,8.58273068274311,10.309049986493081,8.907367889745396,120.0,128.0,160.0,134.94922644827983,44.0
229,5.670747,9.955708,14.177382454354683,9.934612484784894,84.0,160.0,216.0,142.65412686631507,40.0
230,6.064165264464599,6.064165264464599,6.064165264464599,6.064165264464599,96.0,96.0,96.0,95.99999999999997,4.0
231,11.560639,5.079294,5.14495017066735,7.261627723555783,180.0,80.0,80.0,104.82965576835583,32.0
232,6.790154,8.402443,12.758988,9.317195,108.0,128.0,192.0,138.45595874951115,60.0
233,7.63062709883172,7.866311594316169,7.768215631509787,7.755051441552559,120.0,120.0,120.0,119.99999999999997,14.0
234,6.687090196069215,6.687090196069215,5.986457085742284,6.453545825960238,100.0,100.0,96.0,98.64848297321878,12.0
235,4.50823,4.982578,10.574732877570526,6.688513625856842,72.0,80.0,160.0,97.31523192917437,7.0
236,10.014541,5.613209,7.964472182774951,7.864074060924984,160.0,84.0,120.0,117.27177671025899,24.0
237,6.8092664237511675,6.8092664237511675,6.5162330022891295,6.7115886165971546,108.0,108.0,96.0,103.84196906213337,10.0
238,3.017693,8.0607672131745,11.99792594351753,7.692128718897344,48.0,120.0,180.0,101.21191983620989,32.0
239,6.960381,6.569099,8.205139987002903,7.244873329000967,108.0,100.0,128.0,111.39813200670666,24.0
240,7.609919935367257,7.609919935367257,7.609919935367257,7.609919935367256,120.0,120.0,120.0,119.99999999999997,18.0
241,11.898190405373205,6.276364035991539,12.841033408817921,10.338529283394221,180.0,96.0,192.0,149.1471602857852,15.0
242,5.7874626752831855,5.7874626752831855,5.787463037474019,5.787462796013464,96.0,96.0,96.0,95.99999999999997,14.0
243,4.271320322427715,4.271320322427715,5.013808,4.518816214951809,64.0,64.0,80.0,68.94191008102027,3.0
244,10.513179909769878,10.513179909769878,10.513179909769878,10.513179909769878,160.0,160.0,160.0,159.99999999999994,4.0
245,9.048715,4.995033,19.005701017235356,11.01648300574512,140.0,80.0,288.0,147.75318003582663,48.0
246,6.232699,5.017705,10.000915026166805,7.083773008722268,96.0,80.0,160.0,107.10927201314709,24.0
247,9.511841299572707,9.511841299572707,6.761321,8.595001199715137,144.0,144.0,100.0,127.5190283019133,18.0
248,5.472803,5.61466,7.816719,6.301393999999999,84.0,84.0,120.0,94.60482195726289,20.0
249,6.221374,6.3315375945049075,6.437544123161875,6.330151905888928,96.0,96.0,96.0,95.99999999999997,10.0
250,10.550614417077425,10.550614417077425,10.550614417077425,10.550614417077425,160.0,160.0,160.0,159.99999999999994,29.0
251,11.205453,6.441693,6.602597289983692,8.083247763327897,168.0,96.0,100.0,117.27177671025899,22.0
252,4.716609,6.429642597366979,6.429642597366979,5.858631398244653,72.0,96.0,96.0,87.22178845594269,14.0
